,addresses,postal_codes,districts,house_types,Sold:,List:,Taxes:,DOM:,Lot:,Rms:,Bedrooms:,Washrms:,Client Remks:,Extras:,Brkage Remks:,Kitchens:,Fam Rm:,Basement:,Fireplace/Stv:,Heat:,A/C:,Central Vac:,Apx Age:,Apx Sqft:,Assessment:,POTL:,Laundry lev:,Exterior:,Drive:,Gar/Gar Spcs:,Drive Pk Spcs:,Tot Pk Spcs:,UFFI:,Pool:,Prop Feat:,Zoning:,Cable TV:,Hydro:,Gas:,Phone:,Water:,Water Supply:,Sewer:,Waterfront:,Retirement:,Farm/Agr:,Oth Struct:,,Spec Desig:
518,119 Strathnairn Ave,M6M2G2,Toronto W04,Bungalow,"$720,000","$739,900","$2,813.81",42,111.64 x 83.54 Feet,5 + 3,2 + 1,2,"Meticulously Maintained Move In Ready Bungalow On Large Lot! Located On A Beautiful Tree-Lined Street, This Home Is Flooded W/Natural Light & Features 2+1Beds, 2Baths, 2Kitchens & 1.5Car Garage. The Spacious Basement Can Be Entered Through The Side Entrance & Is Highlighted By A Full Bath, Kitchen, H/W Flooring, Laundry & Ample Storage. This Family Friendly Location Is Close To Parks, Schools, Great Shopping, New Hospital, Future Lrt And 401.","Fridge (1), Stove (2), Washer, Dryer, All Elf's, All Window Coverings, Deep Freezer, Couch In Basement, Table In Backyard, All Appliances 'As Is Condition', Hot Water Heater, Air Conditioner","Motivated Seller! Attach Schedule B To All Offers, Email Offers To: Jeromesmyagent@Gmail.Com, 24Hr Irrevocable On Offers, Attach Form 801, Seller & Listing Agent Make No Representation Regarding Legality Or Retrofit Status Of Basement. Buyer To Verify Room Measurements And Taxes.",1 + 1,N,Finished / Sep Entrance,N,Forced Air / Gas,Central Air,N,,,,,,Alum Siding / Brick,Private,Attached / 1.5,1,2,,None,"Hospital, Public Transit, School",,,,,,Municipal,,Sewers,,,,,,Unknown
519,45 Seventh St,M8V3B3,Toronto W06,Bungalow,"$670,000","$739,900","$3,376.05",36,25 x 123 Feet,5 + 4,2 + 2,3,"Located On One Of New Toronto's Most Sought After Streets. This Large 2+2 Bungalow Is A 2Min Walk To Lake, Parks/Trails, Shops, Schools/Church & Public Transit. Lg Main Floor W/High Ceilings/Open Concept. Lg Garage W/ Loft/Hydro/Phone. Bsmt Finished W/ Sep Entrance - 2Bed/Bath, Ideal For Nanny Suite. Bonus Sunroom & Lg Custom Deck W/ B/I Hot Tub. Ideal For 1st Time Home Buyers/Renovators!","Includes: Fridge/Stove/Dw, Wash/Dryer, 200 Amp, New Hardwood, Custom Deck & Hot Tub, All Elfs, Window Coverings, 3 Car Park & Much More!",Reduced & Priced To Sell - Sellers Is Motivated!! Lb For Easy Showings. Home Is Tenanted. Showings After 3Pm Require 24Hr Notice. Do Not Let Cat Out. Pls Remove Shoes. Offers 24Hrs Irrevocable. Thank You For Showing!,1,N,Finished / Sep Entrance,N,Baseboard / Electric,None,N,,1100-1500,,,,Brick,Mutual,Detached / 1.0,3,4,,None,"Lake/Pond, Park, Public Transit, Rec Centre, School",,Y,Y,Y,Y,Municipal,,Sewers,Indirect,,,,,Unknown
520,217 Robina Ave,M6C3Y9,Toronto C03,Bungalow,"$690,000","$749,000","$3,518.31",94,25 x 105.5 Feet,4 + 1,2,2,"Great Detached Brick Bungalow In A Thriving Neighbourhood. Move In As-Is Or Renovate To Your Taste. 2 Full Bathrooms And A Large Eat-In Kitchen. Seperate Entrance Into Basement With Great Potentials. Well Maintained And Move-In Ready. Private Drive With Detached Garage. Close To Restaurants And Shops, Direct Buses To St. Clair West And Ossington Station.","Front Load Washer And Dryer, Fridge, Stove, Rangehood, Hot Water Tank Owned. Window Coverings And Electric Light Fixtures. Fantastic Opportunity To Own An Excellent Starter Home In A Family Friendly Neighbourhood.","Lbx For Easy Showing Between 9Am-8Pm. Buyer/Agents To Verify All Measurements. Please Attach B/D Or C/C, 801 & Schedule B To Your Offer.",1,Y,Finished / Sep Entrance,N,Forced Air / Gas,None,,51-99,,,,,Brick / Stone,Private,Detached / 1.0,3,4,,None,"Fenced Yard, Library, Place Of Worship, Public Transit, Rec Centre",,,,,,Municipal,,Sewers,,,,,,Unknown
521,66 Burlington St,M8V2L2,Toronto W06,2-Storey,"$728,000","$749,000","$3,569.58",16,25 x 125 Feet,5,2,1,"Gorgeous Renod Detached Home In Sought After Mimico Community. Open Concept Lr/Dr With New Hdwd.Floors. Beautiful 2nd Floor Bathroom With Heated Floors. Modern Kitchen With W/O To Huge 17' X 24' Two Level Deck. Entertain In Style ! Private Fully Fenced Yard, A Gardeners Delight. Just Move Right In And Enjoy This Quiet Tree Lined Street Close To Lakefront Trails, Ttc. Go Train, And Shopping At New Metro, Shoppers, Starbucks, Etc.","St.St. Fridge, Stove, Bi Microwave, Dishwasher, Washer, Dryer,Elf's, Garden Shed. Upgrades Include Windows & Electrical, And Freshly Painted Throughout, Owner And Neighbour To South Both Park Side By Side At Front On Widened Mutual Drive.","Shows A 10+! Offers Anytime. Include Schedule ""B"" And Email To Alancoulter@Rogers.Com, Certified Cheque Or Bank Draft.",1,N,Unfinished,N,Water / Gas,Wall Unit,,,,,,,Brick,Mutual,None / 0.0,1,1,,None,,,,,,,Municipal,,Sewers,,,,,,Unknown
522,50 Hollister Rd,M9C4M7,Toronto W08,Bungalow,"$740,500","$749,000","$3,443.87",8,41 x 111 Feet,6 + 2,3,1,"Immaculate Bungalow 1031 Sf Located On Low Traffic Street In Desirable Eringate. Picture Perfect Exterior, Beautiful Front Windows, Lovingly Landscaped Front And Rear Yards. Many Recent Upgrades Such As Windows, Rear Deck, Bedroom Flooring, Lower Level Flooring. Professionally Painted Main Floor, Upgraded Bathroom. Perfect Starter Home, Or Future Top-Up Potential. Don't Miss This Great Bungalow!","Electric Light Fixtures, Fridge, Stove, Washer/Dryer, Gas Furnace (2015) Central Air (2015), Windows (2013), Deck (2013), Roof (2007), Metal Gazebo, Large Shed, Bathroom Upgrade (2017), Eaves (2017). Excl: D/R Chandelier. See Sched B","Flr Plan/Schedule B & Inspection Summary Attached, Full Pre-Inspection Via Email, Offers Anytime With 24 Hrs. Irrevocable, Min. 2 Hrs. Notice For Showings, 30 Min. Appts.",1,N,Finished,N,Forced Air / Gas,Central Air,,51-99,700-1100,,,,Brick,Private,None / 0.0,3,3,,None,"Fenced Yard, Level, Library, Park, Public Transit, School",,,,,,Municipal,,Sewers,,,,,,Unknown
523,187 O'connor Dr,M4J2S9,Toronto E03,Bungalow,"$725,000","$749,900","$2,655.57",4,33 x 100 Feet,5 + 2,1 + 2,1,Quaint All Brick Bungalow On A Corner Lot Located In Toronto's Historic East York. Minutes To The Dvp And Downtown Make This An Ideal Location. Open Main Floor Layout Suits A Variety Of Lifestyles. Solid Family Home Or Huge Investment Potential For Rental Or Renovation. Finished Basement With Separate Entrance. Detached Garage And Private Driveway Provide Two Car Parking. Public Transit At Your Doorstep.,"Master Bedroom Was Once Two Bedrooms And Easily Turned Back. Very Large Main Bathroom. Newer Furnace & Roof. Plenty Of Storage Throughout. Cold Cellar, Central Air, Stone Fireplace In Living Room, And 100 Amp Service.","Min. 1 Hour Notice For Showings...Please Include Schedule 'B', 'C' & Form 801 With All Offers. Deposit Cheque To Be Certified...No Sunday Showings Please",1,N,Finished / Sep Entrance,Y,Forced Air / Gas,Central Air,,,,,,,Brick,Private,Detached / 1.0,0,1,,None,"Park, Place Of Worship, Public Transit, School",,A,Y,Y,A,Municipal,,Sewers,None,,,,,Unknown
524,141 Wishing Well Dr,M1T1J9,Toronto E05,Bungalow,"$747,500","$749,900","$3,440.56",2,45 x 123 Feet,6 + 2,3,3,"Amazing Opportunity Available For You In The Desirable And Sought After Wishing Well Neighbourhood. Beautifully Maintained And Well Taken Care Of Home! Bright, Spacious Rooms. Eat-In Sized Kitchen, Large Rec Room With Fireplace. Bungalow Boasts Pride Of Ownership Inside And Out. Minutes To Schools, Shopping, T T C & Highways. Move-In Now And Update At Your Leisure. Don't Miss This Immaculate, Clean Home! Large Backyard With Patio.","Fridge, Stove, Washer, Dryer. All Electric Light Fixtures, All Window Coverings. Hwt ( R).","Easy To Show Lockbox. Pls Attach Schedule ""B"" To Offer. Include Form 801. Deposit Must Be Certified Cheque/Bank Draft.  Please Email Offer With 48-Hours Irrevocable To: Epanagio@Trebnet.Com",1,N,Part Fin / Sep Entrance,Y,Water / Gas,None,N,,,,,,Brick,Private,Attached / 1.0,1,3,No,None,"Place Of Worship, Public Transit, School",Res,,,,,Municipal,,Sewers,,,,,,Unknown
525,23 Struthers St,M8V1Y2,Toronto W06,Bungalow,"$818,000","$750,000","$3,256.96",7,32 x 125 Feet,4 + 3,2 + 1,2,"A True Mimico Gem! Detached House, Detached Garage & Private Drive! Stylish Bungalow W/Open Concept Kitchen-Stainless Appl, Quartz Counters & Walk-Out To A 200Sf Covered Back Deck-Creating An Extension Of Living Space That's Perfect For Entertaining. Large, Dinner Party Sized Dining Room W/Wainscotting And Window. The Lower Living Room Is Spacious W/Wood Burning Fireplace For Cozy Movie Nights. 3rd Bedroom Is Bright & Accommodates Larger Family Or Guests.","Close To Parks, Schools, Public Transit & A Dream Commuter Location! Inclusions: S/S Fridge, Stove, B/I D/W, Micro, Washer, Dryer, All Elfs/Fans, All Wdw Covgs, Tv Mounts(2), Natural Gas Bbq Line, Sump Pump, Gb&E, C.A.C, Hot Water Tank(R).","Offers Reviewed Sept 19th, 7Pm. Seller Reserves The Right To Review Pre-Emptive Offer With 12 Hour Irrevocable. Please Attach Schedule B & C, 801. Cert'd Cheque Or Bank Draft Herewith,  Pillar To Post Home Inspection Available By Email. Alisonfletcher@Rogers.Com. *Other Is Deck..",1,N,Finished,Y,Forced Air / Gas,Central Air,,,,,,,Brick,Private,Detached / 1.0,4,5,,None,"Park, Public Transit, Rec Centre, School",,,,,,Municipal,,Sewers,,,,,,Unknown
526,140 Robina Ave,M6C3Y7,Toronto C03,2-Storey,"$750,000","$759,000","$3,508.66",10,20 x 105.5 Feet,7,3,2,"Opportunity Knocks! Detached House In St. Clair West Area With Large Backyard, Built-In Garage & Private Driveway. Create Your Own Dream Home Within This Solid Brick House. Schools, Shops, Restaurants And Ttc All Within Walking Distance.Don't Miss Out!","Fridge, Stove, All Electric Light Fixtures. Property Being Sold In 'As Is' Condition.",Easy Showings With Lbx. Offers Anytime! Send To Albertresendes1@Gmail.Com. Please Attached Schedule B. Certified Cheque Or Bank Draft Upon Acceptance. Taxes And Measurements To Be Confirmed By The Buyer Or Buyers Agent.Thanks For Showing!!,1,N,Part Fin,N,Forced Air / Gas,Central Air,,,,,,,Brick,Private,Built-In / 1.0,1,2,,None,"Public Transit, School",,,,,,Municipal,,Sewers,,,,,,Unknown
527,185 Hupfield Tr,M1V4N9,Toronto E11,Backsplit 5,"$765,000","$760,000","$3,050.00",5,39.37 x 104.98 Feet,10 + 4,4 + 2,4,"Beautiful Stunning 4 Bedroom Detached With Double Garage Fully Brick House, Walking To Ttc, Shopping, Elementary And High School. Medical Center, New Shoppers, New No-Frills, Recreation Center & Toronto Library, Metro Zoo Great Location. Steps To Plaza, Min To Hwy. Lovely Finished Basement Apartment With Separate Entrance","Appliances-Fridges,Stove,Dishwasher,Washer,Dryer,All Fixtures And Lights.","Lock Box, Easy To Show.  Attached Schedule B And Form 801. Offers Any Time. Please Have 24Rs Irrevoc. Buyer To Verify Measurements. Vendor & Agent Do Not Warrant Retrofit Status Of Basement.",1 + 1,Y,Finished / Sep Entrance,Y,Forced Air / Gas,Central Air,Y,,,,,,Brick,Private,Attached / 2.0,2,4,,None,,Res.,,,,Y,Municipal,,Sewers,,,,,,Unknown
528,112 King St,M9N1L5,Toronto W04,2-Storey,"$906,000","$788,800","$2,890.00",13,50 x 120 Feet,7,3,3,"Fabulously Renovated Solid Brick Two Storey Home Situated On A Quiet Tree Lined Street. New Windows And Furnace, Both With Warranty. Large Living And Dining Areas And A Finished Basement. Beautifully Landscaped With Stone Walls In The Back, A New Veranda, New Shingles And Doors With Maple Hard Wood Throughout. Laminate In The Basement, 7 Inch Baseboards, 4 1/4 Inch Trims.","Stainless Steel Appliances. All Elfs, Shed In Backyard. Just Minutes To Hwy 400, 401, Bloor West Village And Public Transit. 50X120 Lot! Separate Entrance To Basement For Potential In Law Suite/Apartment With Own Laundry. Do Not Miss!",Offers Accepted On Tues Sept 19 At 7Pm. Pls Register By 5Pm. Sellers Willing To Review Pre-Emptive Offers. Attach Schedule B & Form 801 To Offers. Deposit To Be Certified Cheque Or Bank Draft. Pls Email Robert@Francisteam.Ca For Inspection Report. Your Buyers Will Love This Home,1,N,Finished / Sep Entrance,Y,Forced Air / Gas,Central Air,,51-99,,,,,Brick,Pvt Double,None / 0.0,4,4,,None,,,,,,,Municipal,,Sewers,,,,,,Unknown
529,21 Fulham Dr,M8W4T1,Toronto W06,1 1/2 Storey,"$785,000","$795,000","$3,199.08",8,40 x 132.75 Feet,5 + 2,2,1,"Well Maintained 2 Bdrm, 1 1/2 Storey Home On Large Lot With 2 Car Garage In Desirable West Alderwood! Large Living & Dining Room (Formerly 3rd Bdrm) With California Shutters. Family Size Eat-In Kitchen, 4Pc Bath & Walk-Out To Private Landscaped Yard Backing Onto Delma Park! Two Good Size Bdrms & A Finished Basement With Large Rec Room & Laundry Room. Ideally Located Close To Great Schools, Parks, Etobicoke Ravine, Shops, Highways, Downtown & Airport!","Fridge, Stove, Washer & Dryer, All Elf's, All Window Coverings. Excludes: Portable Dishwasher & Electric Fireplace In Living Room. Fantastic Opportunity To Live On A Desirable Street In Alderwood Backing Onto Delma Park!","Offers Anytime! Existing 1950 Survey Available. Carson Dunlop Home Insp Report Avail. Please Allow Minimum 24Hrs Irrevocable. Certified Deposit Chq. Attach Sch B,C & Form 801. Thank You For Showing!",1,N,Finished,N,Forced Air / Gas,Central Air,,,,,,,Concrete,Private,Detached / 2.0,4,6,,None,,,,,,,Municipal,,Sewers,,,,,,Unknown
530,16 Antelope Dr,M1B6K4,Toronto E11,2-Storey,"$840,000","$799,000","$3,446.75",5,35.1 x 82.78 Feet,9,4,3,"Nestled In A Sought-After Upper Rouge Neighbourhood, On A Quiet Winding Tree-Lined St.A Spectacular Two-Storey Bright And Spacious Detached 4 Bdrm Family Home Top $$$ Spent On Renovation Bay Windows, Soaring Ceilings, Coffered Ceiling Gleaming Hwrd Flrs, Wall Of Windows, Gourmet Kitchen W/ Bkfst Area, Loaded W/ Cupboard Space, Quartz Counter Top, Solid Oak Staircase, Steps To Great Parks, Schools, Public Transit & 401.","Stainless Steel Appliances Stove, Fridge, Dishwasher, Washer And Dryer.** Pls Check Virtual Tour For More Awesome Detail!**","Buyer Or Buyer Agent To Verify All The Measurement And Property Tax, Pls Attach Schedule B And Form 801 To All Offers. Certified Deposit Chq Or Bank Draft, Offer Presentation Sept 27,2017 At 7:00Pm As Per Sellers Request, Pls Reg By 5:00Pm. Seller Has Right To Pre-Emptive Offer.",1,Y,Full / Part Fin,N,Forced Air / Gas,Central Air,,,,,,,Brick,Private,Built-In / 1.0,2,2,,None,"Fenced Yard, Hospital, Library, Park, Public Transit, School",,,,,,Municipal,,Sewers,,,,,,Unknown
531,11 Portrush Cres,M1C4K5,Toronto E10,2-Storey,"$730,000","$799,900","$3,240.36",15,30.01 x 100.06 Feet,9 + 2,4 + 1,4,"Location, Location! Close To U Of T, Shopping, Transit, 401 & All Amenities. Functional Layout Throughout. Recently Finished Basement Unit With Rental Potential. Newer Furnace, Newer A/C. Don't Miss Out On This Affordable Opportunity In A Family Friendly Community! A Definite Must See.","Fridge, Stove, B/I Dishwasher, Washer, Dryer, Gdo W/ Remote. Nest Thermostat & Nest Co/Smoke Detectors. Exclude Some Window Coverings (Staging)","Thank You For Showing! Please Attached Sch B & 801 Forms To All Offers, Email To Frontdesk@Remaxcommunity.Ca. Buyer/Buyer's Agent To Verify All Measurements & Taxes. Offers Anytime!",1,Y,Finished / Sep Entrance,Y,Forced Air / Gas,Central Air,,31-50,,,,,Brick,Private,Built-In / 2.0,2,4,,None,"Hospital, Library, Park, Place Of Worship, Public Transit, School",,,,,,Municipal,,Sewers,,,,,,Unknown
532,221 Island Rd,M1C2R1,Toronto E10,Bungalow-Raised,"$775,000","$799,900","$3,240.00",2,50 x 230 Feet,6 + 3,3,2,,,,1 + 1,N,Finished / Sep Entrance,Y,Forced Air / Gas,None,,,,,,,Brick,Private,Built-In / 0.0,6,6,,Inground,"Beach, Lake/Pond/River, Park, Rec Centre",,,,,,Municipal,,Sewers,,,,,,Unknown
533,92 Whitburn Cres,M3M2S4,Toronto W05,Bungalow,"$760,000","$799,900","$3,208.99",58,62 x 120 Feet,6 + 4,3 + 2,2,"Welcome To This Exceptional Neighbourhood Of Downsview-Roding ** This Spacious Detached Bungalow Sits On A 62 Ft Front Lot On A Quiet Child Friendly Crescent ** Large Principal Rooms, Separate Entrance To Finished Basement With 2nd Kitchen And 2 Bedrooms, Huge Cold Cellar, Covered Patio And Garden Shed In Back ** Steps To Schools, Downsview Park, Ttc, Hwy 401 & 407 And All Amenities ** Check Out Virtual Tour Link **","Includes 2 Fridges, 2 Stoves, Washer, Dryer, All Electrical Light Fixtures, All Window Coverings And Garden Shed. All In 'As Is' Condition.",*** Large Irregular Lot *** Spacious Home ** Appliances All 'As Is' Condition ** Be Courteous To Elderly Seller *** Quick Closing ** *Great Value *,1 + 1,N,Apartment / Sep Entrance,Y,Forced Air / Gas,Central Air,N,,,,,,Brick,Pvt Double,None / 0.0,6,6,,None,,,,,,,Municipal,,Sewers,,,,,,Unknown
534,42 St Quentin Ave,M1M2M8,Toronto E08,Bungalow,"$800,000","$819,900","$3,660.00",34,50 x 135 Feet,6 + 3,2,2,"Excellent Opportunity On Large 50Ft Lot In The Bluffs! This Wonderful Family Home Has Been Well Cared For Over The Years. Located In One Of Toronto's Hottest Neighbourhoods, A Quick Commute To Downtown, While Maintaining The Space And Privacy Of The Country. An Extra Large Detached Garage, And Backyard Are Perfect Compliments To The Home. Recently Renovated Basement That Was Once Used As An In-Law Suite. Beautiful New Sundeck Overlooking The Back Yard.","Fridge, Stove, Dishwasher, And Front Loading Washer & Dryer. All Electric Light Fixtures. Showings By Appointment Only. An Excellent Option For A First Time Buyer, Or A Great Investment With Plenty Of Future Potential.","Offers Anytime! Motivated Seller. Easy To Show, Attach Sched B & 801, Exclude Car Lift In Garage, Trampoline, Tv's, And Freezer In Bsmt. Hwt Owned. No Survey",1,N,Finished / Sep Entrance,Y,Forced Air / Gas,Central Air,,,,,,,Stucco/Plaster,Private,Detached / 2.0,4,6,,None,"Park, Public Transit, School",,,,,,Municipal,,Sewers,,,,,,Unknown
535,114 Cass Ave,M1T2B3,Toronto E05,Bungalow-Raised,"$790,000","$835,000","$3,470.35",18,104 x 50 Feet,6 + 4,3 + 2,2,"* Separate Basement Apartment (Walk Out) * Newer Roof, Furnace * Close To 404, 401, Ttc, School, Park, Shops, Fairview Mall *","Dishwasher, 2 Fridges, 2 Stoves. *** Hot Water Tank Rental $28.57/Month ***","Email Offers To: Alecleung@Hotmail.Com, Offer Attach Schedule B And Form 801.",1 + 1,N,Apartment / Sep Entrance,Y,Forced Air / Gas,Central Air,,,,,,,Brick,Private,Built-In / 1.0,2,2,,None,,,,,,,Municipal,,Sewers,,,,,,Unknown
536,56 Flintridge Rd,M1P1C3,Toronto E04,Bungalow,"$860,000","$838,000","$3,645.67",7,42 x 109.66 Feet,6 + 4,3 + 2,2,"*Stunning Dream Bungalow *Spotless Show Place *Awesome Open Concept Great Room Featuring: Dramatic  Vaulted Ceiling, Halogen Pot Lights, Crown Mold. *Premium Kitchen: Cabinets, Granite, S/S *2 Gorgeous Bathrooms W/Heat Fls *Hardwood Floors Throughout *W/O To Massive Private Backyard Deck & Yard  *Very Rare Double Car Garage *Finely Finished Incredible Basement: Huge Rec Room, Media Room, 4th Bdrm, Den *Ultimate Perfect Crescent For Peace, Quiet, Low Traffic*",S/S Fridge; Stove; Built-In Dishwasher; Microwave; Wine Fridge; Washer & Dryer; Central Vac; All Window Coverings & Electric Light Fixtures; Swing Set In Backyard.  *Media Room: Projector; Wall Screen; 5 Speakers; 2 Couches.   (Hwt-Rental),*Easy Show *Notice Not Required *9Am. To Last Appt. 8-8:30Pm. *Offers Welcome Tues. 9/19 - Reg. By 12Pm.- Email By 2Pm.. *Irrev. To 11Pm. *Bank Draft Deposit *No Pre-Emptive Asp Sellers *Questions/Offers -Ericrob@Sympatico.Ca *No Survey,1,N,Fin W/O,N,Forced Air / Gas,Central Air,Y,,1100-1500,,,,Brick / Stucco/Plaster,Pvt Double,Attached / 2.0,4,6,,None,"Fenced Yard, Library, Park, Place Of Worship, Public Transit, School",,,,,,Municipal,,Sewers,,,,,,Unknown
537,232 Port Royal Tr,M1V2X8,Toronto E07,2-Storey,"$810,000","$839,000","$3,607.64",49,29.13 x 112.87 Feet,8,4,3,"**Spacious 4 Bedrooms Detached Home In High Demand Area**Approx 1900 Sqft**Practical Layout With 4 Large Bedrooms**Sunfilled Living Room With Bay Window**4 Pcs Ensuite Masterbedroom**Separate Entrance To Basement**Above Grade Windows In Bsmt**Newer Windows, Newer Roof, Newer Furnace**Mins Walk To Midland Ave, Ttc, Shops, Restaurants, Schools.","All Existing: Fridge, Stove, Newer Washer And Dryer, Electric Light Fixtures, Window Coverings, Water Softener, Central Air Conditioning.",*Lockbox For Easy Showing*Offer Welcome Anytime With 24 Hrs Irrevocable. Pls Attached Sch B And Form 801. Min 5% Deposit With Bankdraft.,1,Y,Sep Entrance / Unfinished,Y,Forced Air / Gas,Central Air,,,1500-2000,,,,Alum Siding / Brick,Private,Attached / 1.0,2,3,,None,,,,,,,Municipal,,Sewers,,,,,,Unknown
